Country ID,Country,1990,1991,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1991,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017,Basel Convention,CITES,Convention on Biological Diversity,Convention on Migratory Species,Kyoto Protocol,Montreal Protocol,Paris Agreement,Ramsar Convention,Rotterdam Convention,Stockholm Convention,UN Convention on the Law of the Sea,UN Convention to Combat Desertification,UN Framework Convention on Climate Change,World Heritage Convention,2000 Percent Change,2001 Percent Change,2002 Percent Change,2003 Percent Change,2004 Percent Change,2005 Percent Change,2006 Percent Change,2007 Percent Change,2008 Percent Change,2009 Percent Change,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
8.0,Albania,...,...,...,...,...,...,...,,,,,,,,,,80.0,80.0,81.0,80.0,81.0,80.0,81.0,80.0,78.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,1999,2003,1994,2001,2005,1999.0,2016,1996,2010 ,2004,2003,2000.0,1994.0,1989,,,,,,,,,,0.0,1.25,-1.2345679012345678,1.25,-1.2345679012345678,1.25,-1.2345679012345678,-2.5
12.0,Algeria,...,...,...,...,...,...,...,84.0,84.0,86.0,86.0,88.0,90.0,90.0,95.0,95.0,96.0,96.0,96.5,98.0,98.0,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,1983,1995,2005,2005,1992.0,2016,1984,...,2006,1996,1996.0,1993.0,1974,0.0,2.380952380952381,0.0,2.3255813953488373,2.272727272727273,0.0,5.555555555555555,0.0,1.0526315789473684,0.0,0.5208333333333333,1.5544041450777202,0.0,0.0,0.0,,
20.0,Andorra,100,...,100,100,100,100,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,…,2015,...,...,2009.0,2017,2012,...,...,...,2002.0,2011.0,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
24.0,Angola,...,...,...,...,...,...,...,,,,,,,,,,,,15.30000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2013,1998,2006,2007,2000.0,...,...,...,2006,1990,1997.0,2000.0,1991,,,,,,,,,,,,,,,,,
28.0,Antigua and Barbuda,...,...,...,...,...,...,...,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,1997,1993,2007,1998,1992.0,2016,2005,2010,2003,1989,1997.0,1993.0,1983,,,,,,,,,,,,,,,,,
51.0,Armenia,...,...,...,88.09999847,...,88.19999695,...,87.59999847,84.69999695,84.09999847,87.30000305,88.90000153,89.40000153,91.30000305,94.09999847,97.0,97.59999847,97.0,97.5,96.59999847,98.69999695,98.30000305,97.30000305,97.90000153,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,2008,1993,2011,2003,1999.0,2017,1993,2003,2003,2002,1997.0,1993.0,1993,-3.3105040760852917,-0.7083807575036712,3.804999569817469,1.8327587904935316,0.5624296866083529,2.125281305909619,3.0668075864867146,3.0818295187587554,0.618555123711343,-0.6147525403747096,0.5154639175257731,-0.9230784923076895,2.17391150441081,-0.40526232255369726,-1.017293966401357,0.6166479560043512,
40.0,Austria,...,...,...,...,...,...,...,89.0,89.0,90.0,,,,,,95.0,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,1982,1994,2005,2002,1989.0,2016,1983,2002,2002,1995,1997.0,1994.0,1992,0.0,1.1235955056179776,,,,,,,,,,,,,,,
31.0,Azerbaijan,...,...,...,...,...,...,...,,,,,,41.59999847,42.0,42.20000076,42.40000153,44.59999847,44.79999924,45.0,45.20000076,45.70000076,46.29999924,48.40000153,49.90000153,50.90000153,,,,,,,,,,,,,,,,,,,,,,,,,,2001,1998,2000,...,2000,1996.0,2017,2001,...,2004,2016,1998.0,1995.0,1993,,,,,,0.961542174787482,0.4761922857142899,0.473935465398308,5.188671841069166,0.4484322351143692,0.44643027543051755,0.44444613333333727,1.1061946716657534,1.312906936590599,4.535642169483541,3.099173455749269,2.0040079545865295
48.0,Bahrain,...,...,...,...,...,...,...,,,,,99.0,99.0,99.0,99.0,99.69999695,99.19999695,99.40000153,99.0,99.59999847,99.59999847,99.90000153,99.30000305,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,2012,1996,...,2006,1990.0,2016,1998,2012,2006,1985,1997.0,1994.0,1991,,,,,0.0,0.0,0.0,0.7070676262626254,-0.5015045288825358,0.20161752636021438,-0.40241601996280907,0.6060590606060633,0.0,0.30120789619324834,-0.6005990698807114,,
56.0,Belgium,...,...,...,...,...,...,...,95.0,97.0,97.0,97.0,98.0,95.0,98.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,1983,1997,1990,2002,1988.0,2017,1986,2002,2006,1998,1997.0,1996.0,1996,2.1052631578947367,0.0,0.0,1.0309278350515463,-3.061224489795918,3.1578947368421053,2.0408163265306123,0.0,0.0,,,,,,,,
